,0
6947,8.188424652478753e-08
6948,4.1380698391814486e-05
6949,0.00011053924191340369
6950,1.1147133090646863e-05
6951,1.2806419845365006e-06
6952,7.102002421212287e-09
6953,4.385821926556166e-06
6954,2.3160962058828376e-05
6955,6.416241903115682e-10
6956,2.368929066364196e-08
6957,1.4758271743868264e-08
6958,3.0438567548062172e-05
6959,2.512894655528584e-05
6960,7.086331834992346e-07
6961,1.930452366888864e-05
6962,3.5312851803516512e-06
6963,4.737898962374094e-08
6964,3.659628056300361e-06
6965,1.8945689582502763e-06
6966,0.00012191599676410322
6967,1.8354389787200997e-08
6968,1.2423417803653942e-06
6969,5.8298085815794884e-06
6970,0.001147032701996479
6971,4.436657440008457e-06
6972,1.054258764216165e-08
6973,2.54192455994016e-05
6974,8.880269602519547e-08
6975,4.2938133640525235e-07
6976,2.932674245030863e-05
6977,1.8797383688282138e-06
6978,1.1997238504856763e-05
6979,4.318513210303521e-06
6980,3.905392660789731e-05
6981,0.00012007193737125991
6982,1.8757136719411735e-06
6983,1.6262836367660826e-07
6984,5.379069639548893e-11
6985,5.327677825452871e-06
6986,5.802824564418225e-09
6987,4.130924914613602e-06
6988,2.6117535664176894e-06
6989,1.903371729627499e-08
6990,2.3880209349082983e-05
6991,1.7950951251001879e-06
6992,1.8021045953488224e-08
6993,0.00017742915509379837
6994,4.349746974762437e-06
6995,3.087633114010775e-06
6996,7.65016628745778e-06
6997,6.88274204736507e-07
6998,1.8965075720298576e-08
6999,9.017227001414536e-06
7000,1.5771059505098412e-07
7001,0.00011059109216399273
7002,5.093738914786711e-07
7003,2.1918433894035263e-07
7004,4.2928520364349137e-07
7005,0.0003750322694985375
7006,7.988659633537998e-07
7007,2.948198652961328e-07
7008,1.7204538238134798e-07
7009,0.00020450299475646921
7010,3.8350861459525564e-05
7011,0.00035856954773143246
7012,1.6290222689373792e-09
7013,0.00024214667509484086
7014,3.3526003273771335e-07
7015,7.541273764992017e-05
7016,1.0282950871332772e-05
7017,9.800488662974938e-07
7018,1.619929353300829e-07
7019,3.071306946871632e-05
7020,1.8728023706006142e-07
7021,7.74488253299071e-07
7022,3.295148101312719e-07
7023,1.1261446536076983e-06
7024,7.720635047889705e-08
7025,1.7021354945494622e-05
7026,1.4972028374212719e-05
7027,0.0004499756339201108
7028,0.0002917555003610254
7029,4.003351351771941e-07
7030,0.0006045311688547815
7031,6.686579101461716e-09
7032,0.002452972716501648
7033,3.135799019836621e-07
7034,2.808789434058172e-09
7035,0.0005708797157943376
7036,1.3906326803025e-06
7037,3.826741321549704e-08
7038,1.4813845873435265e-06
7039,1.6211975945945326e-06
7040,1.0091192166710235e-05
7041,1.6929084585554713e-05
7042,1.0690840549864514e-07
7043,1.1864107128563112e-06
7044,3.6716339791699286e-05
7045,0.00017563725941159377
7046,8.26263483954471e-09
7047,9.315514883298015e-06
7048,1.5539199734783923e-05
7049,0.0012021599967573585
7050,2.095118579717842e-06
7051,6.385084419474151e-07
7052,0.0003749094500794589
7053,5.578814099150394e-06
7054,5.809988442082614e-07
7055,2.126414019846759e-07
7056,3.559985074029988e-05
7057,3.2336773578315894e-07
7058,0.005523230341677003
7059,1.948965270088799e-10
7060,1.2005539767191019e-06
7061,0.0007448516492358408
7062,6.522648139553493e-06
7063,9.251423470926086e-09
7064,4.85340583319655e-07
7065,4.3155808540277953e-10
7066,1.0162506417593614e-05
7067,1.4685395447493663e-08
7068,1.1170661474150836e-06
7069,5.692979596853564e-06
7070,2.1880124546470067e-06
7071,2.5419339321218347e-06
7072,6.510559838047558e-08
7073,2.893977716046777e-05
7074,5.0573476122646895e-06
7075,2.3638856889250984e-10
7076,3.7181810375935907e-05
7077,1.0354163561231803e-06
7078,1.353391072914634e-06
7079,3.985749882916177e-06
7080,9.422174492897613e-09
7081,3.5064214547074356e-07
7082,7.551297840804455e-07
7083,8.703310233881467e-11
7084,1.0537926532053983e-07
7085,2.549537718057773e-05
7086,5.011681323421057e-07
7087,1.4145990103073124e-05
7088,3.968076237921057e-05
7089,7.91610558391304e-06
7090,4.223763475847468e-09
7091,0.0003467793109638993
7092,1.1923006830870277e-05
7093,3.074174036158271e-08
7094,3.642223908377543e-06
7095,2.7977997284393556e-06
7096,1.197361876089487e-08
7097,3.1193101110369784e-06
7098,0.00011150197797845777
7099,0.0007448516492358408
7100,1.2214753041079744e-11
7101,1.82331445912134e-06
7102,2.1520394873846746e-06
7103,4.916714162392914e-07
7104,1.5223524548457822e-08
7105,4.992691673457621e-08
7106,3.1828495858991604e-05
7107,4.372268927362729e-06
7108,5.645909726070969e-08
7109,2.2258081954649092e-07
7110,1.152944004304975e-05
7111,3.4910432082579602e-06
7112,2.6022502307925898e-05
7113,1.343183318840927e-06
7114,8.994663808212023e-07
7115,3.5355179777430293e-07
7116,1.2366259467628485e-06
7117,2.7394406650331473e-05
7118,4.719553039472089e-05
7119,1.4804572728231069e-06
7120,2.160058151029545e-07
7121,8.438281148011644e-05
7122,3.729710280507903e-06
7123,1.8970428818232363e-08
7124,3.391113490454333e-08
7125,3.503868583072932e-05
7126,0.0007448516492358408
7127,1.0217580646935925e-07
7128,4.990244796556857e-06
7129,1.6068767440973732e-05
7130,3.974094371128175e-06
7131,2.7787999477440434e-05
7132,1.040110744922421e-08
7133,2.1798892301228223e-05
7134,2.979536441852858e-06
7135,7.788635784550418e-05
7136,3.9402096071711055e-08
7137,0.0002918867283505735
7138,0.006091817973239302
7139,1.3308082863291481e-06
7140,3.348475230340763e-05
7141,7.419784870730408e-08
7142,0.0010102952345527698
7143,1.8109935790306664e-07
7144,2.4267796541005515e-09
7145,1.3037889981255267e-08
7146,7.554753192083561e-06
7147,4.090505115565321e-06
7148,3.429378617592347e-06
7149,3.038015660485169e-07
7150,4.187952625271156e-06
7151,6.497444546728253e-10
7152,2.3507246167527986e-06
7153,0.0007448516492358408
7154,2.099086792216238e-07
7155,2.450717935767677e-07
7156,0.00014510284279296116
7157,0.0007448516492358408
7158,8.638422254436239e-07
7159,1.5688851731898494e-05
7160,1.2645705701270407e-06
7161,2.1478722286959818e-10
7162,6.456168718051824e-06
7163,1.8167780776975284e-05
7164,1.2364453316382345e-10
7165,0.0007448516492358408
7166,2.9716765616172667e-08
7167,1.4420274417658752e-05
7168,5.286191146631615e-07
7169,7.775162965423531e-07
7170,1.6835089393597265e-05
7171,3.299891083549913e-05
7172,1.1151621660403504e-07
7173,5.8332451151825066e-06
7174,0.00020641474855039
7175,2.208607232266051e-06
7176,4.8117787977457576e-12
7177,7.666271965434639e-07
7178,7.523901961709318e-05
7179,1.9539518863091276e-05
7180,3.7766869059784535e-05
7181,2.3866578043609756e-06
7182,0.00011827626122903559
7183,7.449929446351146e-08
7184,2.907637646974697e-07
7185,4.7575713696810246e-05
7186,3.602191570315698e-06
7187,1.192864847868415e-06
7188,1.9771894387163534e-05
7189,8.620410116990148e-07
7190,2.1673508471561457e-06
7191,5.430727807337331e-06
7192,2.0676253353259894e-05
7193,0.00010451789257930278
7194,2.2524789384882443e-06
7195,4.577427464939563e-07
7196,5.560888537730159e-05
7197,5.506471133016588e-05
7198,9.696052257075447e-06
7199,9.873800560305314e-06
7200,1.3661542810998777e-06
7201,2.347466290143771e-05
7202,0.0007448516492358408
7203,1.6042817421612594e-07
7204,3.42745962342322e-06
7205,1.802351832601655e-06
7206,2.771262212174433e-06
7207,5.092341113639581e-07
7208,2.6480114159342577e-05
7209,2.725618395378432e-06
7210,2.1223045975393285e-08
7211,5.307990374951345e-06
7212,2.725447359225098e-06
7213,9.211679941017685e-07
7214,2.2015285881750804e-11
7215,1.0274750380863645e-05
7216,9.056317687319213e-06
7217,2.874392982450523e-07
7218,1.9111320621824524e-06
7219,7.281307508014618e-11
7220,3.001817320720856e-10
7221,9.03878684991782e-08
7222,1.2032145669764766e-10
7223,1.7232704477488606e-05
7224,3.5240277269761216e-08
7225,1.0982566385483404e-07
7226,4.049528400418385e-05
7227,4.183223738154825e-06
7228,2.2348384358746424e-08
7229,3.400526749041616e-05
7230,0.0002643392992639891
7231,4.499429331935742e-08
7232,2.8076277726729564e-05
7233,3.290585296673446e-05
7234,2.023213412308021e-05
7235,4.9648297173698975e-05
7236,7.960063970505173e-06
7237,7.08142450217159e-05
7238,4.761481175230798e-06
7239,5.8735646869506396e-08
7240,3.5395159368097545e-05
7241,1.1102522720974112e-06
7242,2.1299947539364933e-09
7243,3.5633086483200087e-05
7244,6.208038144652512e-07
7245,2.02722019982095e-06
7246,0.004914342657091412
7247,1.6636271614110298e-07
7248,1.3855155990842324e-06
7249,2.3226411398238136e-07
7250,5.5209799785412374e-08
7251,7.608719590734417e-08
7252,1.1892335234968545e-08
7253,0.0003715259402054495
7254,2.73169575772536e-07
7255,4.0767027163918337e-07
7256,2.2972540291925372e-05
7257,7.583208862397027e-09
7258,3.3252314379555395e-06
7259,1.2474414841538706e-05
7260,6.758693394927718e-07
7261,7.83432864342551e-10
7262,3.094868974144242e-07
7263,0.00037678992566494876
7264,8.915603284350913e-11
7265,3.812986072467497e-07
7266,0.0014905048234246038
7267,9.115653946769804e-06
7268,3.6448392835548673e-06
7269,3.739804548003437e-07
7270,1.0612500085585291e-07
7271,0.0006362475031066046
7272,7.820509604504372e-07
7273,4.2500810164238337e-10
7274,0.0007448516492358408
7275,2.113049733869376e-05
7276,1.2054628119306854e-05
7277,1.4350643242181282e-07
7278,2.6360006027751687e-06
7279,2.1117578144354786e-06
7280,1.999500903289717e-05
7281,1.0818807486261419e-07
7282,5.749490539065073e-07
7283,7.808606238461891e-08
7284,0.00019693874676557596
7285,2.0557243830628817e-06
7286,3.3246047348618945e-06
7287,6.022755305613244e-06
7288,4.1432297598955806e-05
7289,2.2640026533738715e-06
7290,3.9851787657939816e-05
7291,0.00019715571017291542
7292,1.0808862930428035e-07
7293,8.470266437086512e-09
7294,5.659061852660443e-07
7295,3.666911520943527e-09
7296,1.805875072940001e-06
7297,1.4630098924454192e-06
7298,1.0204238268100631e-05
7299,5.127741727815023e-07
7300,1.1623268720966291e-07
7301,1.1852063411137122e-06
7302,5.9223808279988415e-08
7303,6.212575051921704e-07
7304,1.3408022274415486e-05
7305,4.9915438968588576e-08
7306,1.6313090128146132e-06
7307,5.432479846362286e-07
7308,2.814583365299301e-07
7309,0.000176852763342167
7310,5.412241493611331e-07
7311,4.927327305016172e-07
7312,3.95560165703919e-06
7313,1.902842312106344e-06
7314,1.1132407026059077e-05
7315,1.1297953141544619e-06
7316,8.895286953168874e-07
7317,4.220512744814631e-06
7318,2.685434295976592e-07
7319,1.777823700619482e-08
7320,9.652070762845873e-07
7321,1.2636444811721996e-08
7322,9.825629588514454e-06
7323,5.152932504805881e-09
7324,0.002050340122561824
7325,7.800508689185128e-05
7326,3.3291868931667244e-08
7327,1.7488363646540495e-05
7328,5.745714489628278e-07
7329,5.433012410153592e-06
7330,3.366570820925952e-05
7331,3.209952562044061e-05
7332,1.7857361625650125e-08
7333,1.3363979632707533e-05
7334,1.7235142752186646e-06
7335,7.89392208143522e-08
7336,3.5129485973769657e-07
7337,2.469005894886211e-09
7338,6.716386681372224e-07
7339,4.061855359505543e-05
7340,5.86017184809586e-06
7341,4.276857625655455e-05
7342,3.819122215306848e-07
7343,1.928666488343588e-06
7344,0.0007448516492358408
7345,0.00017350256395437825
7346,1.0204184295001365e-09
7347,1.4785955645301184e-06
7348,1.3989802456311226e-05
7349,0.0015650134594487595
7350,2.463615506068414e-07
7351,2.1937814744723107e-05
7352,5.1493049614643816e-08
7353,2.64796069068205e-09
7354,1.4176428647148218e-09
7355,1.7653296814137398e-08
7356,1.1432269390692101e-06
7357,0.00013994639065077123
7358,6.081166886955164e-07
7359,0.0007448516492358408
7360,2.1459176131445675e-09
7361,9.843968451679945e-07
7362,2.129887784440449e-06
7363,6.342533868722324e-07
7364,9.518050259040391e-06
7365,1.3743997952449355e-08
7366,7.778696679049939e-10
7367,1.2249552009432238e-05
7368,7.543233790123814e-09
7369,2.498674759964822e-09
7370,1.2767687442882314e-09
7371,1.0842245252502355e-07
7372,0.0010246293377286129
7373,7.109089341482849e-06
7374,1.1125846503712517e-05
7375,0.00010097725121307055
7376,8.51147032800645e-05
7377,3.0302675940792293e-05
7378,0.0007448516492358408
7379,1.9932348386391247e-09
7380,5.3648395015980615e-08
7381,2.6327689240993012e-05
7382,1.5426598739047006e-07
7383,1.4911383188131936e-05
7384,9.195612819176192e-11
7385,7.662592383495684e-05
7386,0.0007448516492358408
7387,7.439219694327597e-06
7388,9.230408511201921e-06
7389,2.263596571820726e-06
7390,1.7711014201557478e-07
7391,7.953988560978819e-06
7392,2.558875532724335e-06
7393,9.029209637950429e-07
7394,3.4283648125837156e-05
7395,0.0007448516492358408
7396,2.5444513979284287e-06
7397,4.454244175406281e-07
7398,3.374561451598251e-05
7399,3.580995489783923e-08
7400,1.1481911872881259e-06
7401,6.802852706605059e-06
7402,3.044387331283568e-07
7403,1.3444307448921392e-05
7404,5.140040871858976e-06
7405,1.2133618853639379e-06
7406,4.6978273609301916e-06
7407,0.00010505189328112792
7408,1.6726042513755658e-05
7409,7.589731794935028e-06
7410,1.0528355405019989e-05
7411,5.384211931535481e-07
7412,3.4075622479648515e-07
7413,3.474185823057427e-06
7414,3.4927992788568407e-06
7415,1.8796604486289327e-08
7416,1.8136460323355097e-05
7417,4.501467043938438e-06
7418,9.389787052085374e-07
7419,3.214164566374928e-06
7420,1.4046080399853629e-05
7421,3.830579140995557e-06
7422,7.813303667148349e-06
7423,2.852161952079955e-07
7424,5.588051374468141e-09
7425,1.59020120581092e-05
7426,2.914080546565881e-09
7427,1.7294338068742267e-06
7428,1.1270133228635372e-06
7429,1.9762019546289616e-08
7430,1.2737582125446964e-07
7431,6.219237946687007e-06
7432,2.5310408729532107e-08
7433,2.9112340796129916e-06
7434,0.00016087051802731085
7435,2.3856330035076587e-07
7436,2.46426615501082e-06
7437,4.012196525935511e-05
7438,2.831697424402588e-07
7439,4.244886215333119e-06
7440,1.5192229405286699e-06
7441,2.136729126718945e-09
7442,1.2947575168810484e-05
7443,5.322901971939301e-07
7444,3.538432377919312e-08
7445,1.825474843279329e-06
7446,6.471124841706962e-07
7447,7.223494539903839e-07
7448,1.2675020488514384e-07
7449,1.1289938727684192e-09
7450,2.855579365106749e-05
7451,6.235610991406735e-08
7452,5.8900202298326847e-08
7453,1.232946255954995e-06
7454,0.0023323401597257027
7455,2.466805934593108e-05
7456,0.0007448516492358408
7457,3.793383880663775e-05
7458,0.0024435785820077762
7459,4.1410265301504396e-07
7460,1.0168857332197822e-06
7461,3.317569279705388e-07
7462,1.891392693348031e-05
7463,0.0004981714793288485
7464,6.824428207539513e-07
7465,3.4958339441163525e-08
7466,6.069727806646355e-10
7467,1.456336224497602e-05
7468,1.3019545838250067e-05
7469,2.799213581694465e-05
7470,7.260311782607413e-06
7471,8.005285211275314e-07
7472,8.107835737349109e-07
7473,9.658591676042307e-07
7474,3.472204443078734e-06
7475,3.1732692441211155e-05
7476,4.004476983776227e-06
7477,3.7369956926090363e-05
7478,5.8371570272666145e-06
7479,1.1569952202430096e-06
7480,2.9873313444061374e-06
7481,1.3910591491235294e-06
7482,1.4146888389653068e-06
7483,4.166474297690769e-06
7484,5.7456068973777224e-05
7485,4.122993389890866e-06
7486,1.0349463826260603e-07
7487,1.5351303050138982e-05
7488,1.0806258410858607e-07
7489,0.00014403670151263523
7490,2.529471011360011e-06
7491,0.0001683967103004051
7492,6.330318525853053e-06
7493,2.4502306875379783e-05
7494,1.0565133983754133e-07
7495,3.9579922151112373e-07
7496,4.488153881884205e-06
7497,1.2849260718741615e-06
7498,7.699485940558008e-05
7499,6.701372214122853e-09
7500,4.0285582565327087e-07
7501,9.552573519676472e-10
7502,2.485594933630419e-07
7503,7.616196778242191e-08
7504,5.473558474691468e-07
7505,1.1783704751663507e-08
7506,4.689008744578128e-06
7507,7.598012611952742e-08
7508,1.2349424592068374e-06
7509,1.2474414841538706e-05
7510,9.341730722613415e-06
7511,4.190109821904598e-05
7512,0.0004499756339201108
7513,3.23159946598209e-06
7514,4.6361911075948576e-07
7515,1.919013724077709e-05
7516,4.718483398526038e-08
7517,3.411011397658259e-05
7518,0.00041325323719318353
7519,2.3820224941208694e-06
7520,8.682935142058084e-09
7521,0.0006362475031066046
7522,2.0357391417647826e-07
7523,2.324946534598415e-06
7524,3.3607431549165435e-07
7525,8.175740123842168e-05
7526,1.4745996799424178e-06
7527,0.0007448516492358408
7528,2.2759230914063823e-07
7529,0.0007448516492358408
7530,8.034567574610113e-09
7531,1.371561759242302e-07
7532,0.0005102488221856568
7533,3.1501486867681115e-05
7534,3.180190553883439e-05
7535,1.0298460203718489e-10
7536,2.9645086961847505e-06
7537,8.786405142990921e-08
7538,6.12062528854025e-08
7539,2.0574401405855241e-07
7540,5.033735808214526e-06
7541,9.255526913097712e-08
7542,5.700500379776749e-12
7543,7.798621144785522e-07
7544,1.9878200446336648e-05
7545,1.2923210717117783e-06
7546,2.558344882787749e-08
7547,6.627965163523175e-08
7548,0.0007448516492358408
7549,0.0012327630854373419
7550,0.00778634927624909
7551,4.2336230972463145e-06
7552,3.0934420450552783e-09
7553,1.259725076544091e-06
7554,5.1595072846142784e-05
7555,1.3153520160750208e-05
7556,3.4488536729466216e-05
7557,8.008749481335257e-05
7558,2.393651263717607e-07
7559,0.0016105719285773466
7560,9.012034099097013e-08
7561,2.522746097152766e-08
7562,7.827104888180585e-08
7563,2.644247090923919e-07
7564,1.6916101799522607e-05
7565,0.0001646469839233053
7566,1.2350493544703153e-07
7567,0.0014905048234246038
7568,3.998336204486297e-05
7569,5.474328486914393e-06
7570,1.3230339651699696e-07
7571,1.390138185724746e-09
7572,4.9949176974866945e-06
7573,3.4991750375773477e-06
7574,1.2042480239246966e-07
7575,1.2052392732209017e-06
7576,0.0003750322694985375
7577,0.0007448516492358408
7578,0.0007448516492358408
7579,1.964105019200622e-05
7580,0.0007448516492358408
7581,1.3601597453557565e-06
7582,2.87523561393171e-05
7583,0.00010003943783085857
7584,9.740847811585094e-07
7585,6.725410048572524e-11
7586,0.0006362475031066046
7587,2.5669625237262215e-07
7588,0.0014905048234246038
7589,2.6589002746335387e-06
7590,2.8352341577395535e-06
7591,2.7922065194208618e-05
7592,4.075394295997345e-05
7593,1.6798217785748146e-06
7594,0.003738114627663171
7595,1.2935438165754498e-08
7596,1.4605534335298471e-08
7597,1.333978102873548e-07
7598,0.00043361746600888726
7599,3.9339473639636354e-07
7600,2.060180503692376e-07
7601,8.25544909589624e-08
7602,2.558482347665525e-05
7603,2.2904903798223022e-05
7604,7.390225384061259e-05
7605,3.256268708827687e-05
7606,0.00011007879792369805
7607,5.0035892584265544e-05
7608,4.5524376589755006e-05
7609,0.0004499756339201108
7610,3.766602514507881e-07
7611,0.0004499756339201108
7612,3.94061133419507e-05
7613,1.8988692216979702e-06
7614,3.5224059756219734e-05
7615,0.0003624270914018159
7616,3.7009059018869555e-05
7617,6.883289014247194e-08
7618,0.01303869153166916
7619,1.5449327347263093e-08
7620,1.2394385082010056e-07
7621,0.0007448516492358408
7622,1.868730624090019e-09
7623,0.0001306955459984204
7624,1.5308565770235396e-05
7625,1.950162756294754e-05
7626,9.504654382193307e-06
7627,1.0358479317359928e-05
7628,3.760799035354286e-07
7629,9.929237777947437e-07
7630,1.0264166838780593e-05
7631,2.7893148236372835e-05
7632,1.9224953632293565e-07
7633,1.768903752452024e-06
7634,5.62756224818901e-06
7635,2.7858798572907603e-05
7636,6.4222810769060625e-06
7637,7.293929375433115e-05
7638,1.5888666420665262e-06
7639,6.60809709597129e-08
7640,3.5129087768414852e-06
7641,2.3180863614617494e-05
7642,2.9943015248748384e-08
7643,9.165352762059819e-06
7644,9.881278810205445e-06
7645,1.3089558014102443e-06
7646,2.413172800565657e-07
7647,2.788684255771487e-06
7648,6.8924852874243645e-06
7649,6.0189059513317406e-05
7650,4.829915492273953e-05
7651,1.5777391972820302e-05
7652,1.0042638812370517e-07
7653,1.9743406623447547e-07
7654,8.184327626168741e-06
7655,5.75949926020213e-09
7656,5.505987668146943e-07
7657,3.820131823342903e-08
7658,2.0129974086768064e-08
7659,4.5234272350309947e-07
7660,0.0008250677235724318
7661,1.7080316083353777e-06
7662,1.4727699386709707e-08
7663,1.0763084225862502e-05
7664,4.246459588885593e-06
7665,1.2373871750145295e-06
7666,1.1894081768167792e-08
7667,3.633460856987842e-07
7668,0.0007448516492358408
7669,2.591995840624182e-06
7670,1.1364941048300739e-07
7671,1.922134310484971e-09
7672,9.379586659981249e-05
7673,7.731012407143625e-06
7674,8.666758555618102e-10
7675,3.6037245634710657e-06
7676,2.3501949631057758e-06
7677,5.224021958007752e-07
7678,1.1612957845634857e-07
7679,4.921126463411808e-07
7680,6.974053329578636e-05
7681,1.2587700824051928e-06
7682,0.0007448516492358408
7683,2.1318511817621262e-07
7684,2.823662872328749e-07
7685,4.1680747452318966e-05
7686,4.770753781076983e-07
7687,6.730971696555763e-07
7688,8.896018290104161e-11
7689,1.237226494896242e-08
7690,2.663839231744197e-07
7691,4.857564514077499e-07
7692,2.7395801159510706e-06
7693,1.0687842404857584e-05
7694,1.355523833860539e-06
7695,4.663220064199589e-07
7696,6.021026657309372e-11
7697,1.0330484018380875e-06
7698,3.8447696141853247e-08
7699,1.9625550487293816e-07
7700,1.8926005771192537e-06
7701,3.0116715489955685e-09
7702,0.00019439691277295078
7703,0.055812746732559884
7704,4.069182362244864e-06
7705,4.153773909834344e-11
7706,0.00046476782217127344
7707,1.830871130323053e-05
7708,1.1305800283085698e-08
7709,1.5430860562932142e-07
7710,3.372595558059729e-06
7711,5.0231469271224715e-06
7712,4.146184965639695e-06
7713,3.622866388711638e-09
7714,2.1585025922738217e-05
7715,6.688031111594957e-05
7716,6.747083401671786e-06
7717,2.1985946932808055e-05
7718,7.267583710267e-07
7719,0.0006362475031066046
7720,2.1023362707176066e-05
7721,0.0016002739674424071
7722,8.169176165354364e-08
7723,7.959536165516866e-10
7724,6.872623554007193e-07
7725,7.376076738334551e-08
7726,6.641905502600313e-08
7727,0.0012672807888232398
7728,4.454409100500337e-06
7729,1.450173375830534e-06
7730,2.739824736453944e-06
7731,3.8450775935998526e-07
7732,2.2371808496784333e-07
7733,7.675561024752718e-06
7734,3.1236562413255065e-06
7735,1.4348320562272073e-06
7736,5.046221414746422e-08
7737,2.2469968684725713e-08
7738,2.404010618901041e-08
7739,0.00041325323719318353
7740,5.721161490180851e-09
7741,2.3128456077072983e-07
7742,6.783302309034163e-06
7743,2.1655655104666598e-05
7744,2.256748058507419e-07
7745,3.8211857217399845e-07
7746,1.4469607261937354e-06
7747,2.3427360393717982e-07
7748,5.560888537730159e-05
7749,2.9308795569224635e-08
7750,3.690564401209248e-08
7751,2.3501375126692927e-05
7752,0.00020069501423060755
7753,6.608131206471992e-05
7754,1.8128279505973847e-09
7755,4.7364865585214666e-06
7756,1.4168580414951033e-05
7757,9.05015401059617e-09
7758,2.832596155780343e-06
7759,0.0004908731921042205
7760,4.262100515595774e-07
7761,1.8746589798310753e-05
7762,5.1981455233616594e-08
7763,3.2999243191460837e-07
7764,7.122609914286467e-06
7765,3.0395207158488474e-06
7766,1.7316748944417424e-05
7767,0.00017583066452201112
7768,1.7478833290829538e-07
7769,3.2200603781446345e-07
7770,1.187106816527744e-08
7771,2.3594709976842983e-05
7772,8.685078369233678e-06
7773,1.1850938883481326e-05
7774,5.083459123964731e-07
7775,1.1249956852906978e-07
7776,1.4469607261937354e-06
7777,1.6354528517046303e-07
7778,1.466466228852114e-06
7779,2.588298049311666e-06
7780,4.96561666077601e-07
7781,2.158011856408683e-07
7782,5.2735283924095346e-06
7783,0.0003750322694985375
7784,5.436519978657436e-05
7785,1.6982319577995679e-06
7786,0.0004619504519303492
7787,3.709825390661767e-05
7788,7.536208818273914e-06
7789,7.813149877324321e-06
7790,1.643348507695126e-05
7791,6.006975365275585e-07
7792,4.489201632906479e-06
7793,7.571969896583788e-05
7794,3.392712782677228e-05
7795,8.616046996198422e-07
7796,4.8061194768668025e-08
7797,2.3646150123690565e-06
7798,0.00010558223736491079
7799,1.82412395658559e-05
7800,0.0007448516492358408
7801,2.8839034811722766e-07
7802,4.546316126017119e-07
7803,4.267322662804796e-08
7804,3.3691078786951713e-07
7805,2.973931814672568e-09
7806,3.1188765669362325e-06
7807,7.65075394778826e-06
7808,3.6519751875570735e-07
7809,3.032998045894984e-07
7810,4.140782717630257e-09
7811,2.7582291173596406e-06
7812,6.837194352302572e-08
7813,3.391896492365292e-09
7814,2.1845475609554384e-09
7815,0.0004318198538306842
7816,9.135790088381767e-07
7817,4.120231328714522e-06
7818,6.049218596935519e-07
7819,5.098469824121956e-07
7820,3.217751783039762e-05
7821,5.9591658638516456e-08
7822,2.8856501070046253e-11
7823,1.3607925593399554e-06
7824,4.278645351695914e-09
7825,1.0581625403301308e-07
7826,0.003153155050489238
7827,2.9336670941393804e-06
7828,0.0011615356218230616
7829,4.588663624357904e-08
7830,5.473313448255357e-08
7831,4.340878965679399e-06
7832,2.0074630315559185e-05
7833,7.660541113930416e-09
7834,1.0009235201762163e-06
7835,1.7728042150164243e-08
7836,9.570005600753353e-06
7837,3.114376006312777e-07
7838,3.790408354368819e-06
7839,1.7206236017003827e-07
7840,0.0002566918932881226
7841,7.430482945960806e-06
7842,2.861915993298537e-07
7843,1.4635148979042345e-06
7844,2.1040693690420328e-08
7845,2.0832173552368275e-07
7846,1.526243850619322e-08
7847,4.2485046849251805e-07
7848,0.0001319775931996716
7849,3.2352067370468233e-06
7850,1.166786729780095e-06
7851,1.93964476998696e-05
7852,0.0003750322694985375
7853,1.18377161314389e-06
7854,8.127591048420902e-11
7855,4.551086655832645e-06
7856,5.425790390354935e-06
7857,4.364713097475899e-06
7858,2.3252432815455684e-06
7859,9.646845522433887e-07
7860,5.976683603486513e-09
7861,0.0013399155487059324
7862,1.5539199734783923e-05
7863,0.0007448516492358408
7864,4.853847065604116e-06
7865,1.3908302630928284e-05
7866,9.692904083438648e-05
7867,1.3248227405825464e-06
7868,3.957226004338036e-06
7869,5.69047352433734e-09
7870,1.4470922739123757e-06
7871,9.119494800661068e-08
7872,2.1462296760996584e-10
7873,0.0007448516492358408
7874,0.005583273707874728
7875,1.1242986924342746e-05
7876,2.957684710908238e-07
7877,1.922150754905951e-06
7878,5.200053390646789e-08
7879,4.544169649921314e-06
7880,2.2197291546393267e-09
7881,1.349593721315481e-07
7882,2.0542285310608836e-07
7883,3.804215301748861e-06
7884,2.521039079971788e-07
7885,1.9439748340302208e-07
7886,5.103403506071197e-06
7887,2.611019804150704e-06
7888,4.6403048161689065e-08
7889,2.5410794121674804e-06
7890,9.296895074283543e-08
7891,4.679628724469103e-06
7892,1.3482891853427802e-05
7893,8.35058041102608e-06
7894,1.51492863546168e-06
7895,6.044881605326647e-05
7896,1.0669728406709573e-05
7897,8.277213945688798e-08
7898,2.989257827606612e-06
7899,0.007338151839270002
7900,3.586329221540541e-06
7901,4.420493583335458e-06
7902,1.4783903834194652e-07
7903,8.598279463907945e-11
7904,0.00019362985142868064
7905,2.8476890698813885e-06
7906,7.68152462426857e-07
7907,3.1125473200883307e-06
7908,1.0743925346097848e-05
7909,9.575493969526446e-08
7910,5.448528753615284e-09
7911,1.407049453668595e-08
7912,4.600364300532565e-05
7913,1.8411519147777268e-08
7914,1.4512107134941064e-08
7915,5.67232873465897e-06
7916,0.0003750322694985375
7917,3.713971437235727e-05
7918,1.056986561490277e-07
7919,0.00033248734849631494
7920,1.3764446538313814e-06
7921,1.987427802838221e-05
7922,7.0626438365996995e-06
7923,1.0666906712185222e-07
7924,4.3823241021139316e-05
7925,6.452442217176037e-07
7926,3.6534500426423948e-09
7927,4.614591395023778e-06
